InvoiceNo,CustomerID,Country,InvoiceDate,total_quantity,unique_items,line_items,avg_unit_price,invoice_total,InvoiceHour,InvoiceMonth,high_value_invoice
562926,17512,United Kingdom,2011-08-10 14:55:00,302,15,15,2.024,350.58000000000004,14,2011-08,0
562928,15494,United Kingdom,2011-08-10 15:29:00,1071,87,87,1.955057471264368,1119.88,15,2011-08,1
562929,17562,United Kingdom,2011-08-10 15:37:00,75,7,7,2.435714285714286,126.3,15,2011-08,0
562930,14209,United Kingdom,2011-08-10 16:01:00,184,13,13,3.912307692307692,354.68,16,2011-08,0
562931,14030,United Kingdom,2011-08-10 16:19:00,210,33,33,2.434242424242424,222.48,16,2011-08,0
562932,16904,United Kingdom,2011-08-10 16:39:00,321,57,57,1.6501754385964913,282.97,16,2011-08,0
562935,14156,EIRE,2011-08-10 17:11:00,391,21,21,3.8104761904761904,1253.05,17,2011-08,1
562939,15498,United Kingdom,2011-08-11 08:37:00,484,36,36,2.177222222222222,660.76,8,2011-08,1
562940,15498,United Kingdom,2011-08-11 08:38:00,50,3,3,6.75,337.5,8,2011-08,0
562941,15498,United Kingdom,2011-08-11 08:39:00,12,1,1,1.45,17.4,8,2011-08,0
562942,13538,United Kingdom,2011-08-11 08:50:00,23,5,5,7.55,176.85000000000002,8,2011-08,0
562944,13985,United Kingdom,2011-08-11 09:34:00,189,21,21,2.0904761904761906,371.3,9,2011-08,0
562946,15581,United Kingdom,2011-08-11 09:38:00,1,1,1,2500.0,2500.0,9,2011-08,1
562947,15987,United Kingdom,2011-08-11 09:45:00,113,5,5,5.75,403.05,9,2011-08,0
562948,17857,United Kingdom,2011-08-11 09:46:00,96,1,1,1.06,101.76,9,2011-08,0
562949,14346,United Kingdom,2011-08-11 09:47:00,501,43,43,4.637674418604651,759.14,9,2011-08,1
562950,15608,United Kingdom,2011-08-11 09:56:00,230,18,18,2.0611111111111113,285.68,9,2011-08,0
562951,14462,United Kingdom,2011-08-11 09:57:00,108,15,15,5.7139999999999995,252.62,9,2011-08,0
562960,14911,EIRE,2011-08-11 10:22:00,315,27,27,3.738148148148148,438.4,10,2011-08,0
562963,13203,United Kingdom,2011-08-11 10:29:00,129,10,10,4.751,144.15,10,2011-08,0
562964,13488,United Kingdom,2011-08-11 10:29:00,383,30,30,3.4426666666666668,642.36,10,2011-08,1
562965,18226,United Kingdom,2011-08-11 10:45:00,490,33,33,1.7827272727272727,666.8,10,2011-08,1
562966,16133,United Kingdom,2011-08-11 10:53:00,360,3,3,1.2566666666666666,424.08,10,2011-08,0
562967,16422,United Kingdom,2011-08-11 10:54:00,304,4,4,1.4025,327.12,10,2011-08,0
562968,14291,United Kingdom,2011-08-11 10:55:00,222,19,19,2.874736842105263,325.32,10,2011-08,0
562973,14911,EIRE,2011-08-11 11:42:00,872,9,9,1.7055555555555555,1234.0,11,2011-08,1
562980,17686,United Kingdom,2011-08-11 11:44:00,737,84,84,3.4371428571428573,1552.6,11,2011-08,1
562984,17841,United Kingdom,2011-08-11 11:45:00,226,60,61,2.884098360655738,403.05,11,2011-08,0
562999,15117,United Kingdom,2011-08-11 11:51:00,415,27,27,1.5181481481481482,363.33,11,2011-08,0
563011,16283,United Kingdom,2011-08-11 12:00:00,46,7,7,6.098571428571428,109.98,12,2011-08,0
563012,17284,United Kingdom,2011-08-11 12:00:00,188,49,49,1.5571428571428572,272.96999999999997,12,2011-08,0
563013,12993,United Kingdom,2011-08-11 12:01:00,112,12,12,2.0275,197.1,12,2011-08,0
563014,13408,United Kingdom,2011-08-11 12:17:00,228,5,5,1.75,383.96,12,2011-08,0
563016,15358,United Kingdom,2011-08-11 12:44:00,707,49,49,1.8763265306122447,710.1999999999999,12,2011-08,1
563017,13198,United Kingdom,2011-08-11 12:48:00,388,32,32,1.8134375,489.86,12,2011-08,1
563018,13427,United Kingdom,2011-08-11 12:53:00,301,14,14,1.2007142857142856,250.36,12,2011-08,0
563019,17340,United Kingdom,2011-08-11 12:58:00,344,24,24,2.8195833333333336,595.72,12,2011-08,1
563020,12428,Finland,2011-08-11 12:58:00,385,24,24,3.62875,605.14,12,2011-08,1
563021,18077,United Kingdom,2011-08-11 13:25:00,166,21,21,1.931904761904762,225.14,13,2011-08,0
563022,17248,United Kingdom,2011-08-11 13:34:00,213,68,69,1.905217391304348,318.65000000000003,13,2011-08,0
563023,14639,United Kingdom,2011-08-11 13:39:00,210,30,30,4.543,534.34,13,2011-08,1
563024,14639,United Kingdom,2011-08-11 13:41:00,68,15,15,4.958666666666667,219.76,13,2011-08,0
563026,15747,United Kingdom,2011-08-11 14:04:00,149,21,24,2.3129166666666667,282.71999999999997,14,2011-08,0
563028,17629,United Kingdom,2011-08-11 14:16:00,31,4,4,3.675,83.25,14,2011-08,0
563029,18093,United Kingdom,2011-08-11 14:34:00,488,11,11,1.7381818181818185,899.36,14,2011-08,1
563030,14834,United Kingdom,2011-08-11 14:36:00,99,10,10,2.388,185.61,14,2011-08,0
563031,13263,United Kingdom,2011-08-11 14:38:00,81,35,35,2.0414285714285714,137.5,14,2011-08,0
563032,16076,United Kingdom,2011-08-11 14:39:00,264,18,18,3.0744444444444445,256.88,14,2011-08,0
563033,16928,United Kingdom,2011-08-11 14:48:00,113,12,12,1.1808333333333334,139.59,14,2011-08,0
563034,17644,United Kingdom,2011-08-11 14:53:00,212,17,17,2.4411764705882355,314.86,14,2011-08,0
563035,17790,United Kingdom,2011-08-11 14:54:00,72,25,25,3.7516,205.22,14,2011-08,0
563036,14868,United Kingdom,2011-08-11 14:55:00,234,21,21,2.7714285714285714,400.6,14,2011-08,0
563037,12362,Belgium,2011-08-11 15:02:00,340,30,30,2.025333333333333,469.25,15,2011-08,0
563038,16656,United Kingdom,2011-08-11 15:05:00,846,7,7,3.275714285714286,940.64,15,2011-08,1
563060,17653,United Kingdom,2011-08-11 15:24:00,297,4,4,4.94,163.24,15,2011-08,0
563061,13588,United Kingdom,2011-08-11 15:25:00,424,35,35,1.5834285714285714,471.32,15,2011-08,1
563062,17811,United Kingdom,2011-08-11 15:25:00,70,15,15,2.8280000000000003,120.42,15,2011-08,0
563070,14099,United Kingdom,2011-08-11 15:34:00,191,27,27,2.255925925925926,349.02000000000004,15,2011-08,0
563071,17633,United Kingdom,2011-08-11 15:43:00,163,20,20,3.3065,332.89,15,2011-08,0
563073,18235,United Kingdom,2011-08-11 15:56:00,374,24,24,2.4025,319.34,15,2011-08,0
563074,12931,United Kingdom,2011-08-11 15:58:00,6098,22,22,1.8890909090909092,9349.72,15,2011-08,1
563075,13645,United Kingdom,2011-08-11 16:11:00,158,5,5,3.3699999999999997,252.1,16,2011-08,0
563076,14646,Netherlands,2011-08-11 16:12:00,14730,119,119,2.263781512605042,19150.66,16,2011-08,1
563078,15955,United Kingdom,2011-08-11 16:30:00,251,22,22,2.2213636363636367,480.65,16,2011-08,1
563079,15955,United Kingdom,2011-08-11 16:31:00,6,1,1,2.95,17.700000000000003,16,2011-08,0
563080,15955,United Kingdom,2011-08-11 16:32:00,10,2,2,3.92,37.14,16,2011-08,0
563089,15469,United Kingdom,2011-08-11 16:54:00,128,16,16,4.034375,304.3,16,2011-08,0
563090,16186,United Kingdom,2011-08-11 17:00:00,323,19,19,1.4057894736842105,389.36,17,2011-08,0
563091,12994,United Kingdom,2011-08-11 17:02:00,137,19,19,4.058947368421053,292.87,17,2011-08,0
563092,13307,United Kingdom,2011-08-11 17:14:00,4,1,1,3.75,15.0,17,2011-08,0
563094,14525,United Kingdom,2011-08-11 17:35:00,535,40,41,2.223658536585366,663.61,17,2011-08,1
563095,13158,United Kingdom,2011-08-12 09:04:00,190,17,17,1.8952941176470588,305.34000000000003,9,2011-08,0
563096,15544,United Kingdom,2011-08-12 09:10:00,184,22,22,2.0472727272727274,324.72,9,2011-08,0
563097,17642,United Kingdom,2011-08-12 09:11:00,190,14,14,2.4164285714285714,316.99,9,2011-08,0
563098,14911,EIRE,2011-08-12 09:14:00,554,41,41,3.67,1396.66,9,2011-08,1
563099,15689,United Kingdom,2011-08-12 09:37:00,28,3,3,5.1499999999999995,150.6,9,2011-08,0
563100,12381,Norway,2011-08-12 09:57:00,568,62,62,3.956774193548387,1268.74,9,2011-08,1
563103,13873,United Kingdom,2011-08-12 10:08:00,74,9,9,3.585555555555556,159.20000000000002,10,2011-08,0
563104,13888,United Kingdom,2011-08-12 10:13:00,180,20,20,3.8395,366.11,10,2011-08,0
563110,14849,United Kingdom,2011-08-12 11:07:00,407,25,25,2.7504000000000004,509.08,11,2011-08,1
563111,15249,United Kingdom,2011-08-12 11:08:00,250,19,19,1.5936842105263158,384.6,11,2011-08,0
563112,14849,United Kingdom,2011-08-12 11:09:00,284,20,20,2.091,304.63,11,2011-08,0
563137,14534,United Kingdom,2011-08-12 11:22:00,55,24,24,4.527083333333334,153.85,11,2011-08,0
563147,13695,United Kingdom,2011-08-12 11:29:00,84,3,3,1.1166666666666665,81.0,11,2011-08,0
563149,13695,United Kingdom,2011-08-12 11:41:00,96,1,1,1.06,101.76,11,2011-08,0
563150,15192,United Kingdom,2011-08-12 11:41:00,281,11,11,3.266363636363636,306.33,11,2011-08,0
563155,13069,United Kingdom,2011-08-12 11:48:00,121,14,14,1.3735714285714289,138.68,11,2011-08,0
563161,14790,United Kingdom,2011-08-12 12:15:00,248,18,18,1.0761111111111112,211.88,12,2011-08,0
563162,16013,United Kingdom,2011-08-12 12:15:00,286,11,11,1.232727272727273,339.26,12,2011-08,0
563163,16013,United Kingdom,2011-08-12 12:16:00,412,4,4,2.7424999999999997,1069.2,12,2011-08,1
563164,16013,United Kingdom,2011-08-12 12:18:00,204,2,2,3.2,505.7999999999999,12,2011-08,1
563165,14646,Netherlands,2011-08-12 12:36:00,992,7,7,0.7985714285714286,825.6,12,2011-08,1
563166,18092,United Kingdom,2011-08-12 12:37:00,872,13,13,4.013076923076922,1181.44,12,2011-08,1
563167,14696,United Kingdom,2011-08-12 12:37:00,335,23,23,1.345217391304348,287.15,12,2011-08,0
563168,16045,United Kingdom,2011-08-12 12:41:00,195,13,13,2.4476923076923076,210.05,12,2011-08,0
563169,14911,EIRE,2011-08-12 12:42:00,491,35,35,2.607142857142857,768.97,12,2011-08,1
563170,18237,United Kingdom,2011-08-12 12:44:00,195,14,14,3.1142857142857143,243.21,12,2011-08,0
563171,16317,United Kingdom,2011-08-12 12:46:00,252,15,15,2.436,308.31,12,2011-08,0
563172,12399,Belgium,2011-08-12 13:15:00,175,12,12,2.268333333333333,209.62,13,2011-08,0
563173,17381,United Kingdom,2011-08-12 13:27:00,320,1,1,1.65,528.0,13,2011-08,1
563174,16746,United Kingdom,2011-08-12 13:40:00,184,23,23,2.819565217391304,337.0,13,2011-08,0
563175,14855,United Kingdom,2011-08-12 14:02:00,138,8,8,5.475,339.3,14,2011-08,0
563176,17293,United Kingdom,2011-08-12 14:02:00,63,10,10,2.133,96.86,14,2011-08,0
563177,17293,United Kingdom,2011-08-12 14:03:00,1,1,1,65.0,65.0,14,2011-08,0
563178,16011,United Kingdom,2011-08-12 14:12:00,129,16,16,2.3,208.39,14,2011-08,0
563179,12431,Australia,2011-08-12 14:19:00,374,10,10,2.426,608.76,14,2011-08,1
563180,16209,United Kingdom,2011-08-12 14:25:00,176,11,11,1.92,212.64,14,2011-08,0
563181,16612,United Kingdom,2011-08-12 14:32:00,62,9,9,3.2266666666666666,161.4,14,2011-08,0
563182,17122,United Kingdom,2011-08-12 14:33:00,80,7,7,1.97,138.32,14,2011-08,0
563183,14110,United Kingdom,2011-08-12 14:47:00,454,23,23,1.6004347826086958,860.98,14,2011-08,1
563184,17516,United Kingdom,2011-08-12 14:50:00,66,24,24,2.5741666666666667,153.64,14,2011-08,0
563188,15606,United Kingdom,2011-08-12 15:00:00,118,8,8,3.23,303.22,15,2011-08,0
563189,12682,France,2011-08-12 15:22:00,180,25,25,3.7636,412.88,15,2011-08,0
563191,16678,United Kingdom,2011-08-12 16:07:00,247,16,16,1.649375,326.75,16,2011-08,0
563192,16745,United Kingdom,2011-08-12 16:10:00,112,4,4,3.0,311.20000000000005,16,2011-08,0
563194,17858,United Kingdom,2011-08-12 16:36:00,65,25,25,5.686,320.3,16,2011-08,0
563196,14406,United Kingdom,2011-08-12 16:54:00,77,8,8,3.795,156.75,16,2011-08,0
563198,15270,United Kingdom,2011-08-14 10:38:00,340,7,7,3.334285714285714,536.54,10,2011-08,1
563199,16326,United Kingdom,2011-08-14 10:38:00,20,9,10,7.55,151.0,10,2011-08,0
563200,13838,United Kingdom,2011-08-14 10:49:00,51,41,42,3.0595238095238093,143.72,10,2011-08,0
563201,13838,United Kingdom,2011-08-14 10:52:00,33,23,23,3.243478260869565,93.16,10,2011-08,0
563202,12722,France,2011-08-14 11:16:00,3,2,2,14.85,46.65,11,2011-08,0
563203,16525,United Kingdom,2011-08-14 11:31:00,100,6,6,4.508333333333334,348.0,11,2011-08,0
563204,17048,United Kingdom,2011-08-14 11:49:00,61,5,5,9.658,164.95000000000002,11,2011-08,0
563205,14040,United Kingdom,2011-08-14 12:03:00,260,37,38,3.0960526315789476,335.11,12,2011-08,0
563206,17613,United Kingdom,2011-08-14 12:08:00,62,15,15,2.497333333333333,155.93,12,2011-08,0
563208,14040,United Kingdom,2011-08-14 12:12:00,24,2,2,2.0700000000000003,39.84,12,2011-08,0
563209,13527,United Kingdom,2011-08-14 12:23:00,250,48,51,2.138627450980392,440.54,12,2011-08,0
563210,16466,United Kingdom,2011-08-14 12:27:00,83,22,22,3.085454545454546,245.67,12,2011-08,0
563211,17049,United Kingdom,2011-08-14 12:33:00,176,21,21,3.3619047619047615,330.28000000000003,12,2011-08,0
563212,17800,United Kingdom,2011-08-14 12:41:00,77,11,11,2.872727272727273,169.8,12,2011-08,0
563213,16115,United Kingdom,2011-08-14 12:55:00,207,43,44,2.1584090909090907,273.02,12,2011-08,0
563214,16370,United Kingdom,2011-08-14 12:56:00,194,66,68,2.9611764705882355,401.28,12,2011-08,0
563215,15683,United Kingdom,2011-08-14 12:56:00,131,10,10,2.163,193.75,12,2011-08,0
563216,17841,United Kingdom,2011-08-14 13:14:00,134,60,62,2.4951612903225806,278.46,13,2011-08,0
563217,13515,United Kingdom,2011-08-14 13:21:00,166,13,13,1.3838461538461535,188.4,13,2011-08,0
563227,14301,United Kingdom,2011-08-14 15:33:00,606,13,13,1.3523076923076922,640.14,15,2011-08,1
563228,17988,United Kingdom,2011-08-14 15:34:00,6,6,6,8.841666666666667,53.05,15,2011-08,0
563229,17988,United Kingdom,2011-08-14 15:35:00,2,2,2,5.819999999999999,11.64,15,2011-08,0
563230,15376,United Kingdom,2011-08-14 15:39:00,162,43,43,2.4472093023255814,334.85,15,2011-08,0
563231,14658,United Kingdom,2011-08-14 15:42:00,23,14,14,6.838571428571428,123.14,15,2011-08,0
563233,17988,United Kingdom,2011-08-14 15:56:00,1,1,1,2.95,2.95,15,2011-08,0
563234,13621,United Kingdom,2011-08-15 08:26:00,343,19,19,1.1289473684210527,213.85,8,2011-08,0
563235,15939,United Kingdom,2011-08-15 09:18:00,60,1,1,0.79,47.400000000000006,9,2011-08,0
563236,17252,United Kingdom,2011-08-15 09:45:00,2,1,1,5.95,11.9,9,2011-08,0
563237,14321,United Kingdom,2011-08-15 09:57:00,362,20,20,1.0915,273.72,9,2011-08,0
563238,15093,United Kingdom,2011-08-15 09:59:00,342,14,14,3.198571428571429,630.42,9,2011-08,1
563239,15048,United Kingdom,2011-08-15 10:02:00,50,19,19,2.681052631578947,67.23,10,2011-08,0
563241,12758,Portugal,2011-08-15 10:22:00,1026,41,41,1.257560975609756,1221.4,10,2011-08,1
563242,17173,United Kingdom,2011-08-15 10:28:00,122,13,13,4.499230769230769,498.48,10,2011-08,1
563243,18241,United Kingdom,2011-08-15 10:29:00,20,2,2,3.2,57.0,10,2011-08,0
563245,16272,United Kingdom,2011-08-15 10:53:00,224,25,25,1.7372,411.7,10,2011-08,0
563246,13089,United Kingdom,2011-08-15 10:57:00,414,33,33,2.4042424242424243,695.26,10,2011-08,1
563247,13089,United Kingdom,2011-08-15 10:59:00,360,5,5,0.8619999999999999,256.08000000000004,10,2011-08,0
563248,14702,United Kingdom,2011-08-15 11:30:00,101,31,31,2.9193548387096775,190.15,11,2011-08,0
563250,15624,United Kingdom,2011-08-15 11:38:00,22,3,3,3.216666666666667,68.10000000000001,11,2011-08,0
563251,12919,United Kingdom,2011-08-15 11:39:00,63,4,4,3.5500000000000003,182.65,11,2011-08,0
563252,17655,United Kingdom,2011-08-15 11:59:00,105,16,16,4.62125,300.63,11,2011-08,0
563253,15218,United Kingdom,2011-08-15 12:04:00,391,26,27,2.304814814814815,623.7,12,2011-08,1
563254,15218,United Kingdom,2011-08-15 12:06:00,96,1,1,0.85,81.6,12,2011-08,0
563255,14527,United Kingdom,2011-08-15 12:07:00,24,11,11,6.961818181818182,106.34,12,2011-08,0
563256,18143,United Kingdom,2011-08-15 12:07:00,262,32,32,3.274375,519.98,12,2011-08,1
563257,13799,United Kingdom,2011-08-15 12:07:00,216,23,23,2.0317391304347825,347.15999999999997,12,2011-08,0
563259,17958,United Kingdom,2011-08-15 12:19:00,84,7,7,4.04,508.4599999999999,12,2011-08,1
563260,16668,United Kingdom,2011-08-15 12:22:00,84,5,5,0.6699999999999999,50.28,12,2011-08,0
563261,16836,United Kingdom,2011-08-15 12:38:00,84,2,2,1.155,91.32,12,2011-08,0
563262,15311,United Kingdom,2011-08-15 12:44:00,455,30,30,2.3056666666666668,626.0600000000001,12,2011-08,1
563264,13720,United Kingdom,2011-08-15 12:46:00,101,13,13,3.142307692307692,247.35,12,2011-08,0
563268,13940,United Kingdom,2011-08-15 12:47:00,140,12,12,2.565,172.44,12,2011-08,0
563288,12656,France,2011-08-15 12:53:00,607,37,37,4.245405405405405,1161.07,12,2011-08,1
563300,16774,United Kingdom,2011-08-15 12:57:00,88,7,7,3.507142857142857,238.0,12,2011-08,0
563328,14606,United Kingdom,2011-08-15 13:07:00,60,37,37,2.3913513513513514,111.75,13,2011-08,0
563333,15996,United Kingdom,2011-08-15 13:09:00,27,14,14,5.102142857142858,111.56,13,2011-08,0
563345,12619,Germany,2011-08-15 13:22:00,462,11,11,2.694545454545455,378.12,13,2011-08,0
563346,14282,United Kingdom,2011-08-15 13:37:00,120,6,6,1.4883333333333333,141.72,13,2011-08,0
563347,16961,United Kingdom,2011-08-15 13:46:00,125,14,14,2.674285714285714,234.17,13,2011-08,0
563348,13078,United Kingdom,2011-08-15 13:48:00,186,17,17,2.9311764705882353,434.74,13,2011-08,0
563349,14623,United Kingdom,2011-08-15 13:51:00,70,32,32,3.3553125,208.3,13,2011-08,0
563350,14498,United Kingdom,2011-08-15 14:10:00,239,45,45,2.063333333333333,360.09,14,2011-08,0
563351,16902,United Kingdom,2011-08-15 14:17:00,629,43,44,3.8652272727272727,1706.88,14,2011-08,1
563352,15706,United Kingdom,2011-08-15 14:32:00,160,29,29,4.562068965517242,450.05,14,2011-08,0
563353,15480,Malta,2011-08-15 14:32:00,303,45,45,4.2637777777777774,905.5,14,2011-08,1
563354,15271,United Kingdom,2011-08-15 14:35:00,83,35,38,2.1223684210526317,137.74,14,2011-08,0
563355,14156,EIRE,2011-08-15 14:39:00,580,31,31,2.881290322580645,467.42,14,2011-08,0
563356,16210,United Kingdom,2011-08-15 14:44:00,87,7,7,5.325714285714286,310.87,14,2011-08,0
563357,13277,United Kingdom,2011-08-15 14:50:00,40,2,2,1.25,50.0,14,2011-08,0
563358,17858,United Kingdom,2011-08-15 14:51:00,65,15,15,5.216666666666667,231.75,14,2011-08,0
563360,15023,United Kingdom,2011-08-15 15:06:00,165,37,38,5.365,670.88,15,2011-08,1
563361,15315,United Kingdom,2011-08-15 15:17:00,262,16,16,1.0425,233.54,15,2011-08,0
563362,15114,United Kingdom,2011-08-15 16:13:00,262,15,15,1.5173333333333334,191.14,16,2011-08,0
563364,14466,United Kingdom,2011-08-16 08:39:00,139,13,13,2.4384615384615382,234.75,8,2011-08,0
563365,15373,United Kingdom,2011-08-16 08:50:00,2,1,1,8.5,17.0,8,2011-08,0
563366,15373,United Kingdom,2011-08-16 08:52:00,42,7,7,3.685714285714286,149.60000000000002,8,2011-08,0
563367,16133,United Kingdom,2011-08-16 08:58:00,117,14,14,4.534285714285714,303.83,8,2011-08,0
563368,13995,United Kingdom,2011-08-16 09:00:00,84,9,9,2.461111111111111,153.2,9,2011-08,0
563369,13394,United Kingdom,2011-08-16 09:25:00,350,20,20,1.076,306.86,9,2011-08,0
563370,16153,United Kingdom,2011-08-16 09:34:00,122,18,18,3.915555555555556,323.44,9,2011-08,0
563371,14006,United Kingdom,2011-08-16 09:39:00,194,10,10,1.63,300.1,9,2011-08,0
563372,15653,United Kingdom,2011-08-16 09:50:00,48,4,4,1.0,48.0,9,2011-08,0
563373,12569,Germany,2011-08-16 10:02:00,22,5,5,7.06,115.3,10,2011-08,0
563374,13953,United Kingdom,2011-08-16 10:03:00,248,8,8,2.785,354.36,10,2011-08,0
563376,15752,United Kingdom,2011-08-16 10:36:00,335,54,58,1.2856896551724135,330.07,10,2011-08,0
563377,15002,United Kingdom,2011-08-16 10:44:00,337,39,40,2.0462499999999997,494.17,10,2011-08,1
563381,15768,United Kingdom,2011-08-16 10:48:00,91,9,9,3.721111111111111,142.68,10,2011-08,0
563382,18221,United Kingdom,2011-08-16 10:50:00,145,12,12,3.0208333333333335,169.85,10,2011-08,0
563383,14407,United Kingdom,2011-08-16 10:52:00,1,1,1,15.0,15.0,10,2011-08,0
563384,17315,United Kingdom,2011-08-16 10:52:00,69,17,17,3.35,168.15,10,2011-08,0
563404,16303,United Kingdom,2011-08-16 11:04:00,1607,94,94,3.1661702127659574,3209.15,11,2011-08,1
563411,16927,United Kingdom,2011-08-16 11:10:00,480,1,1,0.42,201.6,11,2011-08,0
563425,15140,United Kingdom,2011-08-16 11:37:00,343,16,16,2.26625,566.76,11,2011-08,1
563426,15140,United Kingdom,2011-08-16 11:38:00,22,2,2,1.5499999999999998,33.9,11,2011-08,0
563427,16470,United Kingdom,2011-08-16 11:40:00,188,36,36,1.613888888888889,193.47,11,2011-08,0
563428,13159,United Kingdom,2011-08-16 11:44:00,377,34,34,3.168235294117647,457.31,11,2011-08,0
563429,13999,United Kingdom,2011-08-16 11:48:00,222,19,19,1.7294736842105265,334.34,11,2011-08,0
563430,14918,United Kingdom,2011-08-16 11:50:00,363,25,25,3.4776,844.73,11,2011-08,1
563431,16266,United Kingdom,2011-08-16 12:00:00,53,9,9,4.055555555555555,110.38,12,2011-08,0
563432,16713,United Kingdom,2011-08-16 12:12:00,263,50,50,2.6014,369.33,12,2011-08,0
563434,14057,United Kingdom,2011-08-16 12:21:00,330,25,25,2.0976,520.93,12,2011-08,1
563435,16131,United Kingdom,2011-08-16 12:29:00,450,18,18,2.3255555555555554,596.98,12,2011-08,1
563436,16131,United Kingdom,2011-08-16 12:32:00,2,1,1,8.5,17.0,12,2011-08,0
563437,14232,United Kingdom,2011-08-16 12:52:00,378,14,14,1.1692857142857145,257.6,12,2011-08,0
563438,13743,United Kingdom,2011-08-16 12:59:00,168,6,6,1.19,166.32,12,2011-08,0
563440,13189,United Kingdom,2011-08-16 13:12:00,526,18,18,0.2838888888888889,127.0,13,2011-08,0
563441,13140,United Kingdom,2011-08-16 13:13:00,53,16,16,3.853125,150.15,13,2011-08,0
563442,17637,United Kingdom,2011-08-16 13:25:00,215,24,24,2.7875,338.95,13,2011-08,0
563443,12641,Sweden,2011-08-16 13:26:00,72,10,10,6.965000000000001,185.9,13,2011-08,0
563444,16033,United Kingdom,2011-08-16 13:50:00,243,85,85,3.676823529411765,687.08,13,2011-08,1
563448,15220,United Kingdom,2011-08-16 14:28:00,276,27,27,2.195925925925926,337.24,14,2011-08,0
563450,16523,United Kingdom,2011-08-16 14:33:00,319,17,17,3.28764705882353,741.4000000000001,14,2011-08,1
563451,18241,United Kingdom,2011-08-16 14:34:00,42,5,5,3.49,104.7,14,2011-08,0
563454,13305,United Kingdom,2011-08-16 14:41:00,77,8,8,4.3,194.55,14,2011-08,0
563465,16168,United Kingdom,2011-08-16 14:55:00,48,4,4,2.8,134.4,14,2011-08,0
563468,16168,United Kingdom,2011-08-16 14:55:00,16,2,2,4.45,65.2,14,2011-08,0
563476,17682,United Kingdom,2011-08-16 15:22:00,248,16,16,2.2275,429.12,15,2011-08,0
563477,17097,Spain,2011-08-16 15:39:00,75,40,40,2.59175,170.39,15,2011-08,0
563482,17097,Spain,2011-08-16 15:54:00,7,6,6,4.283333333333334,29.85,15,2011-08,0
563498,17719,United Kingdom,2011-08-16 16:17:00,152,19,19,3.627368421052632,310.98,16,2011-08,0
563499,13470,United Kingdom,2011-08-16 17:06:00,70,7,7,1.65,115.5,17,2011-08,0
563500,15856,United Kingdom,2011-08-16 17:25:00,416,32,33,1.2578787878787878,423.84,17,2011-08,0
563501,15856,United Kingdom,2011-08-16 17:27:00,14,3,3,2.25,20.3,17,2011-08,0
563502,12722,France,2011-08-17 08:50:00,400,29,29,1.8544827586206896,580.08,8,2011-08,1
563503,16488,United Kingdom,2011-08-17 09:05:00,449,11,11,4.702727272727273,135.51,9,2011-08,0
563504,16218,United Kingdom,2011-08-17 09:16:00,196,12,12,2.6216666666666666,454.72,9,2011-08,0
563505,17865,United Kingdom,2011-08-17 09:45:00,422,29,29,2.2979310344827586,687.16,9,2011-08,1
563506,17398,United Kingdom,2011-08-17 09:48:00,51,7,7,5.43,124.93,9,2011-08,0
563507,14414,United Kingdom,2011-08-17 10:08:00,216,9,9,0.7244444444444444,125.04,10,2011-08,0
563508,16133,United Kingdom,2011-08-17 10:27:00,116,13,13,3.6515384615384616,308.08,10,2011-08,0
563509,16092,United Kingdom,2011-08-17 10:46:00,183,14,14,1.5814285714285714,224.13,10,2011-08,0
563510,15734,United Kingdom,2011-08-17 10:50:00,213,15,15,4.779333333333333,760.8000000000001,10,2011-08,1
563518,12421,Spain,2011-08-17 10:56:00,158,11,11,4.046363636363636,231.76,10,2011-08,0
563522,17975,United Kingdom,2011-08-17 10:59:00,201,27,27,2.242962962962963,544.8100000000001,10,2011-08,1
563532,17511,United Kingdom,2011-08-17 11:04:00,2504,33,33,1.940909090909091,3256.88,11,2011-08,1
563533,16241,United Kingdom,2011-08-17 11:14:00,179,54,54,2.0335185185185187,182.97,11,2011-08,0
563534,14323,United Kingdom,2011-08-17 11:37:00,128,17,17,3.918235294117647,305.24,11,2011-08,0
563538,17841,United Kingdom,2011-08-17 11:48:00,243,75,75,2.2632000000000003,305.28,11,2011-08,0
563540,12473,Germany,2011-08-17 12:04:00,321,30,30,2.832666666666667,514.0600000000001,12,2011-08,1
563543,15039,United Kingdom,2011-08-17 12:06:00,272,45,45,3.1124444444444443,676.66,12,2011-08,1
563544,17937,United Kingdom,2011-08-17 12:10:00,168,4,4,1.785,287.04,12,2011-08,0
563545,15039,United Kingdom,2011-08-17 12:20:00,1,1,1,8.5,8.5,12,2011-08,0
563546,16729,United Kingdom,2011-08-17 12:24:00,286,30,33,2.472121212121212,395.37,12,2011-08,0
563548,12528,Germany,2011-08-17 12:30:00,51,9,9,7.444444444444445,234.0,12,2011-08,0
563550,14194,United Kingdom,2011-08-17 12:50:00,214,29,29,3.74,508.12,12,2011-08,1
563551,17757,United Kingdom,2011-08-17 13:04:00,76,28,28,2.7292857142857145,155.05,13,2011-08,0
563552,17656,United Kingdom,2011-08-17 13:06:00,71,10,10,4.625,267.15,13,2011-08,0
563555,16755,United Kingdom,2011-08-17 13:21:00,374,82,82,2.8826829268292684,566.96,13,2011-08,1
563556,17706,United Kingdom,2011-08-17 13:31:00,155,15,15,1.9426666666666668,301.5,13,2011-08,0
