InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,InvoiceMonth,InvoiceDayOfWeek,InvoiceHour
556341,20685,DOORMAT RED RETROSPOT,2,2011-06-10 11:36:00,7.95,16614,United Kingdom,15.9,2011-06,Friday,11
556341,21174,POTTERING IN THE SHED METAL SIGN,12,2011-06-10 11:36:00,2.08,16614,United Kingdom,24.96,2011-06,Friday,11
556341,21165,BEWARE OF THE CAT METAL SIGN,12,2011-06-10 11:36:00,1.69,16614,United Kingdom,20.28,2011-06,Friday,11
556365,23201,JUMBO BAG ALPHABET,3,2011-06-10 11:44:00,2.08,16370,United Kingdom,6.24,2011-06,Friday,11
556365,22333,RETROSPOT PARTY BAG + STICKER SET,3,2011-06-10 11:44:00,1.65,16370,United Kingdom,4.949999999999999,2011-06,Friday,11
556365,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-06-10 11:44:00,8.5,16370,United Kingdom,8.5,2011-06,Friday,11
556365,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-06-10 11:44:00,1.95,16370,United Kingdom,1.95,2011-06,Friday,11
556365,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-06-10 11:44:00,9.95,16370,United Kingdom,9.95,2011-06,Friday,11
556365,22898,CHILDRENS APRON APPLES DESIGN,2,2011-06-10 11:44:00,1.95,16370,United Kingdom,3.9,2011-06,Friday,11
556365,23200,JUMBO BAG PEARS,2,2011-06-10 11:44:00,2.08,16370,United Kingdom,4.16,2011-06,Friday,11
556365,23206,LUNCH BAG APPLE DESIGN,10,2011-06-10 11:44:00,1.65,16370,United Kingdom,16.5,2011-06,Friday,11
556365,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-06-10 11:44:00,1.95,16370,United Kingdom,3.9,2011-06,Friday,11
556365,84378,SET OF 3 HEART COOKIE CUTTERS,2,2011-06-10 11:44:00,1.25,16370,United Kingdom,2.5,2011-06,Friday,11
556365,20979,36 PENCILS TUBE RED RETROSPOT,5,2011-06-10 11:44:00,1.25,16370,United Kingdom,6.25,2011-06,Friday,11
556408,21902,"KEY FOB , FRONT  DOOR",1,2011-06-10 11:54:00,0.65,13533,United Kingdom,0.65,2011-06,Friday,11
556408,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2011-06-10 11:54:00,1.49,13533,United Kingdom,1.49,2011-06,Friday,11
556408,21703,BAG 125g SWIRLY MARBLES,2,2011-06-10 11:54:00,0.42,13533,United Kingdom,0.84,2011-06,Friday,11
556408,21790,VINTAGE SNAP CARDS,1,2011-06-10 11:54:00,0.85,13533,United Kingdom,0.85,2011-06,Friday,11
556408,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-06-10 11:54:00,0.42,13533,United Kingdom,3.36,2011-06,Friday,11
556408,22059,CERAMIC STRAWBERRY DESIGN MUG,1,2011-06-10 11:54:00,1.49,13533,United Kingdom,1.49,2011-06,Friday,11
556408,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-06-10 11:54:00,1.45,13533,United Kingdom,5.8,2011-06,Friday,11
556413,48129,DOORMAT TOPIARY,1,2011-06-10 12:01:00,7.95,16005,United Kingdom,7.95,2011-06,Friday,12
556413,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-06-10 12:01:00,2.95,16005,United Kingdom,2.95,2011-06,Friday,12
556415,21121,SET/10 RED POLKADOT PARTY CANDLES,96,2011-06-10 12:19:00,1.25,12409,Switzerland,120.0,2011-06,Friday,12
556415,22413,METAL SIGN TAKE IT OR LEAVE IT,48,2011-06-10 12:19:00,2.55,12409,Switzerland,122.4,2011-06,Friday,12
556415,22192,BLUE DINER WALL CLOCK,12,2011-06-10 12:19:00,7.65,12409,Switzerland,91.8,2011-06,Friday,12
556416,22699,ROSES REGENCY TEACUP AND SAUCER,2,2011-06-10 12:19:00,2.95,15527,United Kingdom,5.9,2011-06,Friday,12
556415,23079,TOADSTOOL BEDSIDE LIGHT,24,2011-06-10 12:19:00,8.25,12409,Switzerland,198.0,2011-06,Friday,12
556415,20724,RED RETROSPOT CHARLOTTE BAG,100,2011-06-10 12:19:00,0.72,12409,Switzerland,72.0,2011-06,Friday,12
556416,23084,RABBIT NIGHT LIGHT,1,2011-06-10 12:19:00,2.08,15527,United Kingdom,2.08,2011-06,Friday,12
556415,22637,PIGGY BANK RETROSPOT,48,2011-06-10 12:19:00,2.1,12409,Switzerland,100.8,2011-06,Friday,12
556415,23171,REGENCY TEA PLATE GREEN,48,2011-06-10 12:19:00,1.45,12409,Switzerland,69.6,2011-06,Friday,12
556416,23245,SET OF 3 REGENCY CAKE TINS,1,2011-06-10 12:19:00,4.95,15527,United Kingdom,4.95,2011-06,Friday,12
556415,22553,PLASTERS IN TIN SKULLS,96,2011-06-10 12:19:00,1.45,12409,Switzerland,139.2,2011-06,Friday,12
556415,22434,BALLOON PUMP WITH 10 BALLOONS,72,2011-06-10 12:19:00,1.95,12409,Switzerland,140.4,2011-06,Friday,12
556416,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,2011-06-10 12:19:00,9.95,15527,United Kingdom,9.95,2011-06,Friday,12
556419,21754,HOME BUILDING BLOCK WORD,3,2011-06-10 12:30:00,5.95,15411,United Kingdom,17.85,2011-06,Friday,12
556425,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2,2011-06-10 12:51:00,0.85,14178,United Kingdom,1.7,2011-06,Friday,12
556425,22983,CARD BILLBOARD FONT,12,2011-06-10 12:51:00,0.42,14178,United Kingdom,5.04,2011-06,Friday,12
556425,21394,RED POLKADOT BEAKER,6,2011-06-10 12:51:00,0.39,14178,United Kingdom,2.34,2011-06,Friday,12
556425,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-06-10 12:51:00,9.95,14178,United Kingdom,9.95,2011-06,Friday,12
556426,23310,BUBBLEGUM RING ASSORTED,36,2011-06-10 13:18:00,0.42,16729,United Kingdom,15.12,2011-06,Friday,13
556432,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-06-10 13:59:00,1.25,16184,United Kingdom,30.0,2011-06,Friday,13
556432,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-06-10 13:59:00,1.69,16184,United Kingdom,40.56,2011-06,Friday,13
556434,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-06-10 14:06:00,4.95,14895,United Kingdom,14.85,2011-06,Friday,14
556434,22699,ROSES REGENCY TEACUP AND SAUCER,12,2011-06-10 14:06:00,2.95,14895,United Kingdom,35.400000000000006,2011-06,Friday,14
556435,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-06-10 14:08:00,4.95,14895,United Kingdom,19.8,2011-06,Friday,14
556440,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-06-10 14:51:00,0.59,14401,United Kingdom,7.08,2011-06,Friday,14
556440,22286,DECORATION WOBBLY RABBIT METAL,24,2011-06-10 14:51:00,0.39,14401,United Kingdom,9.36,2011-06,Friday,14
556441,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,3,2011-06-10 15:07:00,4.25,14415,United Kingdom,12.75,2011-06,Friday,15
556441,21535,RED RETROSPOT SMALL MILK JUG,2,2011-06-10 15:07:00,2.55,14415,United Kingdom,5.1,2011-06,Friday,15
556441,23209,LUNCH BAG DOILEY PATTERN,5,2011-06-10 15:07:00,1.65,14415,United Kingdom,8.25,2011-06,Friday,15
556441,23236,DOILEY STORAGE TIN,4,2011-06-10 15:07:00,2.89,14415,United Kingdom,11.56,2011-06,Friday,15
556441,20726,LUNCH BAG WOODLAND,5,2011-06-10 15:07:00,1.65,14415,United Kingdom,8.25,2011-06,Friday,15
556443,15056P,EDWARDIAN PARASOL PINK,6,2011-06-10 15:28:00,5.95,12712,Germany,35.7,2011-06,Friday,15
556443,23053,RECYCLED ACAPULCO MAT PINK,6,2011-06-10 15:28:00,8.25,12712,Germany,49.5,2011-06,Friday,15
556444,22502,PICNIC BASKET WICKER 60 PIECES,60,2011-06-10 15:28:00,649.5,15098,United Kingdom,38970.0,2011-06,Friday,15
556455,23156,SET OF 5 MINI GROCERY MAGNETS,24,2011-06-10 16:46:00,2.08,15856,United Kingdom,49.92,2011-06,Friday,16
556455,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-06-10 16:46:00,0.42,15856,United Kingdom,10.08,2011-06,Friday,16
556455,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2011-06-10 16:46:00,5.95,15856,United Kingdom,95.2,2011-06,Friday,16
556455,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-06-10 16:46:00,2.08,15856,United Kingdom,24.96,2011-06,Friday,16
556462,23184,BULL DOG BOTTLE OPENER,6,2011-06-12 10:46:00,4.95,14450,United Kingdom,29.700000000000003,2011-06,Sunday,10
556462,21770,OPEN CLOSED METAL SIGN,1,2011-06-12 10:46:00,4.95,14450,United Kingdom,4.95,2011-06,Sunday,10
556463,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2011-06-12 10:47:00,1.95,12583,France,23.4,2011-06,Sunday,10
556464,23209,LUNCH BAG DOILEY PATTERN,10,2011-06-12 10:53:00,1.65,18281,United Kingdom,16.5,2011-06,Sunday,10
556464,23007,SPACEBOY BABY GIFT SET,1,2011-06-12 10:53:00,16.95,18281,United Kingdom,16.95,2011-06,Sunday,10
556465,48184,DOORMAT ENGLISH ROSE,1,2011-06-12 11:04:00,7.95,14984,United Kingdom,7.95,2011-06,Sunday,11
556465,35970,ZINC FOLKART SLEIGH BELLS,2,2011-06-12 11:04:00,1.69,14984,United Kingdom,3.38,2011-06,Sunday,11
556465,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,2011-06-12 11:04:00,1.25,14984,United Kingdom,1.25,2011-06,Sunday,11
556465,23270,SET OF 2 CERAMIC PAINTED HEARTS,1,2011-06-12 11:04:00,1.45,14984,United Kingdom,1.45,2011-06,Sunday,11
556467,84987,SET OF 36 TEATIME PAPER DOILIES,5,2011-06-12 11:17:00,1.45,13232,United Kingdom,7.25,2011-06,Sunday,11
556467,21466,RED FLOWER CROCHET FOOD COVER,1,2011-06-12 11:17:00,3.75,13232,United Kingdom,3.75,2011-06,Sunday,11
556468,47567B,TEA TIME KITCHEN APRON,2,2011-06-12 11:26:00,5.95,14878,United Kingdom,11.9,2011-06,Sunday,11
556468,37448,CERAMIC CAKE DESIGN SPOTTED MUG,2,2011-06-12 11:26:00,1.49,14878,United Kingdom,2.98,2011-06,Sunday,11
556469,20719,WOODLAND CHARLOTTE BAG,20,2011-06-12 11:37:00,0.85,12516,Germany,17.0,2011-06,Sunday,11
556469,22386,JUMBO BAG PINK POLKADOT,50,2011-06-12 11:37:00,2.08,12516,Germany,104.0,2011-06,Sunday,11
556469,85099B,JUMBO BAG RED RETROSPOT,40,2011-06-12 11:37:00,2.08,12516,Germany,83.2,2011-06,Sunday,11
556469,22356,CHARLOTTE BAG PINK POLKADOT,50,2011-06-12 11:37:00,0.85,12516,Germany,42.5,2011-06,Sunday,11
556470,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-06-12 11:41:00,1.25,15291,United Kingdom,15.0,2011-06,Sunday,11
556470,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-06-12 11:41:00,1.69,15291,United Kingdom,13.52,2011-06,Sunday,11
556470,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-06-12 11:41:00,7.95,15291,United Kingdom,15.9,2011-06,Sunday,11
556470,22852,DOG BOWL VINTAGE CREAM,4,2011-06-12 11:41:00,4.25,15291,United Kingdom,17.0,2011-06,Sunday,11
556470,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-06-12 11:41:00,1.25,15291,United Kingdom,15.0,2011-06,Sunday,11
556471,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,2011-06-12 11:47:00,1.45,16466,United Kingdom,17.4,2011-06,Sunday,11
556471,23226,FILIGREE HEART DAISY WHITE,8,2011-06-12 11:47:00,1.25,16466,United Kingdom,10.0,2011-06,Sunday,11
556472,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-06-12 11:48:00,1.45,16633,United Kingdom,17.4,2011-06,Sunday,11
556473,20665,RED RETROSPOT PURSE,2,2011-06-12 12:00:00,2.95,17265,United Kingdom,5.9,2011-06,Sunday,12
556473,22358,KINGS CHOICE TEA CADDY,2,2011-06-12 12:00:00,2.95,17265,United Kingdom,5.9,2011-06,Sunday,12
556473,23200,JUMBO BAG PEARS,1,2011-06-12 12:00:00,2.08,17265,United Kingdom,2.08,2011-06,Sunday,12
556473,22979,PANTRY WASHING UP BRUSH,3,2011-06-12 12:00:00,1.45,17265,United Kingdom,4.35,2011-06,Sunday,12
556473,22094,RED RETROSPOT TISSUE BOX,1,2011-06-12 12:00:00,1.25,17265,United Kingdom,1.25,2011-06,Sunday,12
556473,48187,DOORMAT NEW ENGLAND,1,2011-06-12 12:00:00,7.95,17265,United Kingdom,7.95,2011-06,Sunday,12
556473,21179,NO JUNK MAIL METAL SIGN,2,2011-06-12 12:00:00,1.25,17265,United Kingdom,2.5,2011-06,Sunday,12
556473,21868,POTTING SHED TEA MUG,1,2011-06-12 12:00:00,1.25,17265,United Kingdom,1.25,2011-06,Sunday,12
556473,20717,STRAWBERRY SHOPPER BAG,4,2011-06-12 12:00:00,1.25,17265,United Kingdom,5.0,2011-06,Sunday,12
556474,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2011-06-12 12:01:00,3.75,16007,United Kingdom,3.75,2011-06,Sunday,12
556474,84991,60 TEATIME FAIRY CAKE CASES,2,2011-06-12 12:01:00,0.55,16007,United Kingdom,1.1,2011-06,Sunday,12
556474,82494L,WOODEN FRAME ANTIQUE WHITE,3,2011-06-12 12:01:00,2.95,16007,United Kingdom,8.850000000000001,2011-06,Sunday,12
556474,84510C,SET OF 4 POLKADOT COASTERS,2,2011-06-12 12:01:00,1.25,16007,United Kingdom,2.5,2011-06,Sunday,12
556474,23199,JUMBO BAG APPLES,1,2011-06-12 12:01:00,2.08,16007,United Kingdom,2.08,2011-06,Sunday,12
556474,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-06-12 12:01:00,0.65,16007,United Kingdom,10.4,2011-06,Sunday,12
556475,22501,PICNIC BASKET WICKER LARGE,3,2011-06-12 12:03:00,9.95,18109,United Kingdom,29.85,2011-06,Sunday,12
556476,23109,LED TEA LIGHTS,6,2011-06-12 12:08:00,2.89,17175,United Kingdom,17.34,2011-06,Sunday,12
556476,22156,HEART DECORATION WITH PEARLS,12,2011-06-12 12:08:00,0.85,17175,United Kingdom,10.2,2011-06,Sunday,12
556477,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1,2011-06-12 12:20:00,1.25,12841,United Kingdom,1.25,2011-06,Sunday,12
556478,23202,JUMBO BAG VINTAGE LEAF,1,2011-06-12 12:34:00,2.08,13069,United Kingdom,2.08,2011-06,Sunday,12
556479,22331,WOODLAND PARTY BAG + STICKER SET,1,2011-06-12 12:50:00,1.65,16983,United Kingdom,1.65,2011-06,Sunday,12
556479,22273,FELTCRAFT DOLL MOLLY,2,2011-06-12 12:50:00,2.95,16983,United Kingdom,5.9,2011-06,Sunday,12
556479,21056,DOCTOR'S BAG SOFT TOY,3,2011-06-12 12:50:00,8.95,16983,United Kingdom,26.85,2011-06,Sunday,12
556479,22555,PLASTERS IN TIN STRONGMAN,6,2011-06-12 12:50:00,1.65,16983,United Kingdom,9.9,2011-06,Sunday,12
556480,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-06-12 12:55:00,2.55,13617,United Kingdom,7.65,2011-06,Sunday,12
556481,21535,RED RETROSPOT SMALL MILK JUG,2,2011-06-12 13:00:00,2.55,16115,United Kingdom,5.1,2011-06,Sunday,13
556481,21155,RED RETROSPOT PEG BAG,2,2011-06-12 13:00:00,2.55,16115,United Kingdom,5.1,2011-06,Sunday,13
556481,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-06-12 13:00:00,2.95,16115,United Kingdom,8.850000000000001,2011-06,Sunday,13
556482,20725,LUNCH BAG RED RETROSPOT,20,2011-06-12 13:04:00,1.65,17242,United Kingdom,33.0,2011-06,Sunday,13
556482,21558,SKULL LUNCH BOX WITH CUTLERY,6,2011-06-12 13:04:00,2.55,17242,United Kingdom,15.3,2011-06,Sunday,13
556482,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2011-06-12 13:04:00,1.45,17242,United Kingdom,17.4,2011-06,Sunday,13
556482,21556,CERAMIC STRAWBERRY MONEY BOX,6,2011-06-12 13:04:00,2.55,17242,United Kingdom,15.3,2011-06,Sunday,13
556482,20676,RED RETROSPOT BOWL,16,2011-06-12 13:04:00,1.25,17242,United Kingdom,20.0,2011-06,Sunday,13
556482,22382,LUNCH BAG SPACEBOY DESIGN,10,2011-06-12 13:04:00,1.65,17242,United Kingdom,16.5,2011-06,Sunday,13
556482,22619,SET OF 6 SOLDIER SKITTLES,4,2011-06-12 13:04:00,3.75,17242,United Kingdom,15.0,2011-06,Sunday,13
556482,23256,CHILDRENS CUTLERY SPACEBOY,12,2011-06-12 13:04:00,4.15,17242,United Kingdom,49.8,2011-06,Sunday,13
556483,20685,DOORMAT RED RETROSPOT,1,2011-06-12 13:12:00,7.95,14823,United Kingdom,7.95,2011-06,Sunday,13
556483,23301,GARDENERS KNEELING PAD KEEP CALM,1,2011-06-12 13:12:00,1.65,14823,United Kingdom,1.65,2011-06,Sunday,13
556484,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-06-12 13:17:00,4.95,16938,United Kingdom,4.95,2011-06,Sunday,13
556484,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,2,2011-06-12 13:17:00,0.85,16938,United Kingdom,1.7,2011-06,Sunday,13
556484,22429,ENAMEL MEASURING JUG CREAM,1,2011-06-12 13:17:00,4.25,16938,United Kingdom,4.25,2011-06,Sunday,13
556484,84673A,PINK FLY SWAT,3,2011-06-12 13:17:00,0.65,16938,United Kingdom,1.95,2011-06,Sunday,13
556484,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1,2011-06-12 13:17:00,2.1,16938,United Kingdom,2.1,2011-06,Sunday,13
556484,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-06-12 13:17:00,2.1,16938,United Kingdom,2.1,2011-06,Sunday,13
556484,84987,SET OF 36 TEATIME PAPER DOILIES,3,2011-06-12 13:17:00,1.45,16938,United Kingdom,4.35,2011-06,Sunday,13
556484,23154,SET OF 4 JAM JAR MAGNETS,3,2011-06-12 13:17:00,2.08,16938,United Kingdom,6.24,2011-06,Sunday,13
556484,21499,BLUE POLKADOT WRAP,25,2011-06-12 13:17:00,0.42,16938,United Kingdom,10.5,2011-06,Sunday,13
556484,22931,BAKING MOULD HEART WHITE CHOCOLATE,2,2011-06-12 13:17:00,2.55,16938,United Kingdom,5.1,2011-06,Sunday,13
556484,21533,RETROSPOT LARGE MILK JUG,2,2011-06-12 13:17:00,4.95,16938,United Kingdom,9.9,2011-06,Sunday,13
556484,21976,PACK OF 60 MUSHROOM CAKE CASES,4,2011-06-12 13:17:00,0.55,16938,United Kingdom,2.2,2011-06,Sunday,13
556484,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,4,2011-06-12 13:17:00,2.1,16938,United Kingdom,8.4,2011-06,Sunday,13
556484,23183,MOTHER'S KITCHEN SPOON REST,2,2011-06-12 13:17:00,3.75,16938,United Kingdom,7.5,2011-06,Sunday,13
556484,47566B,TEA TIME PARTY BUNTING,2,2011-06-12 13:17:00,4.95,16938,United Kingdom,9.9,2011-06,Sunday,13
556484,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2011-06-12 13:17:00,3.75,16938,United Kingdom,3.75,2011-06,Sunday,13
556484,22550,HOLIDAY FUN LUDO,2,2011-06-12 13:17:00,3.75,16938,United Kingdom,7.5,2011-06,Sunday,13
556484,23338,EGG FRYING PAN RED,1,2011-06-12 13:17:00,2.08,16938,United Kingdom,2.08,2011-06,Sunday,13
556484,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,2,2011-06-12 13:17:00,1.25,16938,United Kingdom,2.5,2011-06,Sunday,13
556484,85049D,BRIGHT BLUES RIBBONS,4,2011-06-12 13:17:00,1.25,16938,United Kingdom,5.0,2011-06,Sunday,13
556484,84997C,CHILDRENS CUTLERY POLKADOT BLUE,2,2011-06-12 13:17:00,4.15,16938,United Kingdom,8.3,2011-06,Sunday,13
556484,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-06-12 13:17:00,4.95,16938,United Kingdom,4.95,2011-06,Sunday,13
556484,23242,TREASURE TIN BUFFALO BILL,2,2011-06-12 13:17:00,2.08,16938,United Kingdom,4.16,2011-06,Sunday,13
556484,21843,RED RETROSPOT CAKE STAND,1,2011-06-12 13:17:00,10.95,16938,United Kingdom,10.95,2011-06,Sunday,13
556484,85049E,SCANDINAVIAN REDS RIBBONS,4,2011-06-12 13:17:00,1.25,16938,United Kingdom,5.0,2011-06,Sunday,13
556484,84997B,CHILDRENS CUTLERY RETROSPOT RED,2,2011-06-12 13:17:00,4.15,16938,United Kingdom,8.3,2011-06,Sunday,13
556484,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-06-12 13:17:00,2.1,16938,United Kingdom,2.1,2011-06,Sunday,13
556484,22935,BAKING MOULD ROSE MILK CHOCOLATE,2,2011-06-12 13:17:00,3.25,16938,United Kingdom,6.5,2011-06,Sunday,13
556484,22903,CALENDAR FAMILY FAVOURITES,2,2011-06-12 13:17:00,2.95,16938,United Kingdom,5.9,2011-06,Sunday,13
556484,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-06-12 13:17:00,2.1,16938,United Kingdom,2.1,2011-06,Sunday,13
556484,22436,12 COLOURED PARTY BALLOONS,6,2011-06-12 13:17:00,0.65,16938,United Kingdom,3.9,2011-06,Sunday,13
556484,23102,SILVER HEARTS TABLE DECORATION,6,2011-06-12 13:17:00,0.83,16938,United Kingdom,4.9799999999999995,2011-06,Sunday,13
556484,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,2011-06-12 13:17:00,0.85,16938,United Kingdom,1.7,2011-06,Sunday,13
556484,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-06-12 13:17:00,2.08,16938,United Kingdom,4.16,2011-06,Sunday,13
556485,23283,DOORMAT VINTAGE LEAVES DESIGN,3,2011-06-12 13:21:00,7.95,17211,United Kingdom,23.85,2011-06,Sunday,13
556485,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,2011-06-12 13:21:00,1.65,17211,United Kingdom,4.949999999999999,2011-06,Sunday,13
556485,20727,LUNCH BAG  BLACK SKULL.,1,2011-06-12 13:21:00,1.65,17211,United Kingdom,1.65,2011-06,Sunday,13
556486,35648,VINTAGE BEAD PINK PURSE,24,2011-06-12 13:22:00,0.83,17422,United Kingdom,19.92,2011-06,Sunday,13
556486,22233,JIGSAW RABBIT AND BIRDHOUSE,12,2011-06-12 13:22:00,0.59,17422,United Kingdom,7.08,2011-06,Sunday,13
556487,23134,LARGE ZINC HEART WALL ORGANISER,1,2011-06-12 13:51:00,8.25,17289,United Kingdom,8.25,2011-06,Sunday,13
556487,22469,HEART OF WICKER SMALL,1,2011-06-12 13:51:00,1.65,17289,United Kingdom,1.65,2011-06,Sunday,13
556487,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-06-12 13:51:00,0.65,17289,United Kingdom,7.800000000000001,2011-06,Sunday,13
556488,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-06-12 13:52:00,0.95,16018,United Kingdom,1.9,2011-06,Sunday,13
556489,21034,REX CASH+CARRY JUMBO SHOPPER,10,2011-06-12 13:59:00,0.95,14704,United Kingdom,9.5,2011-06,Sunday,13
556489,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2011-06-12 13:59:00,1.65,14704,United Kingdom,1.65,2011-06,Sunday,13
556489,82494L,WOODEN FRAME ANTIQUE WHITE,1,2011-06-12 13:59:00,2.95,14704,United Kingdom,2.95,2011-06,Sunday,13
556489,23322,LARGE WHITE HEART OF WICKER,1,2011-06-12 13:59:00,2.95,14704,United Kingdom,2.95,2011-06,Sunday,13
556490,21871,SAVE THE PLANET MUG,12,2011-06-12 14:08:00,1.25,13078,United Kingdom,15.0,2011-06,Sunday,14
556490,22041,"RECORD FRAME 7"" SINGLE SIZE",6,2011-06-12 14:08:00,2.55,13078,United Kingdom,15.3,2011-06,Sunday,14
556490,22192,BLUE DINER WALL CLOCK,2,2011-06-12 14:08:00,8.5,13078,United Kingdom,17.0,2011-06,Sunday,14
556490,22193,RED DINER WALL CLOCK,2,2011-06-12 14:08:00,8.5,13078,United Kingdom,17.0,2011-06,Sunday,14
556491,22212,FOUR HOOK  WHITE LOVEBIRDS,2,2011-06-12 14:15:00,2.1,16794,United Kingdom,4.2,2011-06,Sunday,14
556491,22231,JIGSAW TREE WITH BIRDHOUSE,4,2011-06-12 14:15:00,0.59,16794,United Kingdom,2.36,2011-06,Sunday,14
556491,23207,LUNCH BAG ALPHABET DESIGN,3,2011-06-12 14:15:00,1.65,16794,United Kingdom,4.949999999999999,2011-06,Sunday,14
556491,22230,JIGSAW TREE WITH WATERING CAN,6,2011-06-12 14:15:00,0.29,16794,United Kingdom,1.7399999999999998,2011-06,Sunday,14
556491,23310,BUBBLEGUM RING ASSORTED,36,2011-06-12 14:15:00,0.42,16794,United Kingdom,15.12,2011-06,Sunday,14
556491,21231,SWEETHEART CERAMIC TRINKET BOX,3,2011-06-12 14:15:00,1.25,16794,United Kingdom,3.75,2011-06,Sunday,14
556492,22084,PAPER CHAIN KIT EMPIRE,40,2011-06-12 14:48:00,2.55,15939,United Kingdom,102.0,2011-06,Sunday,14
556494,23199,JUMBO BAG APPLES,3,2011-06-12 14:57:00,2.08,17802,United Kingdom,6.24,2011-06,Sunday,14
556494,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-06-12 14:57:00,4.15,17802,United Kingdom,16.6,2011-06,Sunday,14
556494,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-06-12 14:57:00,2.55,17802,United Kingdom,15.3,2011-06,Sunday,14
556494,22633,HAND WARMER UNION JACK,1,2011-06-12 14:57:00,2.1,17802,United Kingdom,2.1,2011-06,Sunday,14
556494,84992,72 SWEETHEART FAIRY CAKE CASES,4,2011-06-12 14:57:00,0.55,17802,United Kingdom,2.2,2011-06,Sunday,14
556494,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-06-12 14:57:00,0.55,17802,United Kingdom,0.55,2011-06,Sunday,14
556494,22616,PACK OF 12 LONDON TISSUES,12,2011-06-12 14:57:00,0.29,17802,United Kingdom,3.4799999999999995,2011-06,Sunday,14
556495,21166,COOK WITH WINE METAL SIGN,1,2011-06-12 15:14:00,2.08,18069,United Kingdom,2.08,2011-06,Sunday,15
556495,21202,DOLLY HONEYCOMB GARLAND,4,2011-06-12 15:14:00,1.65,18069,United Kingdom,6.6,2011-06,Sunday,15
556495,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-06-12 15:14:00,7.95,18069,United Kingdom,7.95,2011-06,Sunday,15
556495,22435,SET OF 9 HEART SHAPED BALLOONS,2,2011-06-12 15:14:00,1.25,18069,United Kingdom,2.5,2011-06,Sunday,15
556495,21618,4 WILDFLOWER BOTANICAL CANDLES,1,2011-06-12 15:14:00,3.75,18069,United Kingdom,3.75,2011-06,Sunday,15
556495,84925D,LA PALMIERA WALL THERMOMETER,1,2011-06-12 15:14:00,2.55,18069,United Kingdom,2.55,2011-06,Sunday,15
